"tender_id","title","description","org_chain","publish_date","closing_date","value","status"
"TEND-1328","Tender for Supply of Goods 328","Detailed description for tender 328 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-13","1292061","Open"
"TEND-1329","Tender for Supply of Goods 329","Detailed description for tender 329 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-14","6003638","Awarded"
"TEND-1330","Tender for Supply of Goods 330","Detailed description for tender 330 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-16","6087047","Open"
"TEND-1331","Tender for Supply of Goods 331","Detailed description for tender 331 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-20","3404769","Closed"
"TEND-1332","Tender for Supply of Goods 332","Detailed description for tender 332 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-07","8901573","Open"
"TEND-1333","Tender for Supply of Goods 333","Detailed description for tender 333 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-10","9836013","Closed"
"TEND-1334","Tender for Supply of Goods 334","Detailed description for tender 334 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-17","7766558","Awarded"
"TEND-1335","Tender for Supply of Goods 335","Detailed description for tender 335 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-21","3630676","Awarded"
"TEND-1336","Tender for Supply of Goods 336","Detailed description for tender 336 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-11","6873222","Closed"
"TEND-1337","Tender for Supply of Goods 337","Detailed description for tender 337 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-18","6180430","Awarded"
"TEND-1338","Tender for Supply of Goods 338","Detailed description for tender 338 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-09","4751002","Closed"
"TEND-1339","Tender for Supply of Goods 339","Detailed description for tender 339 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-18","1487964","Open"
"TEND-1340","Tender for Supply of Goods 340","Detailed description for tender 340 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-13","1157169","Open"
"TEND-1341","Tender for Supply of Goods 341","Detailed description for tender 341 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-12","1045753","Closed"
"TEND-1342","Tender for Supply of Goods 342","Detailed description for tender 342 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-14","1201902","Awarded"
"TEND-1343","Tender for Supply of Goods 343","Detailed description for tender 343 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-19","5451705","Closed"
"TEND-1344","Tender for Supply of Goods 344","Detailed description for tender 344 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-14","4522675","Open"
"TEND-1345","Tender for Supply of Goods 345","Detailed description for tender 345 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-07","6549458","Open"
"TEND-1346","Tender for Supply of Goods 346","Detailed description for tender 346 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-20","5094254","Open"
"TEND-1347","Tender for Supply of Goods 347","Detailed description for tender 347 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-20","8540852","Awarded"
"TEND-1348","Tender for Supply of Goods 348","Detailed description for tender 348 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-16","1807295","Open"
"TEND-1349","Tender for Supply of Goods 349","Detailed description for tender 349 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-19","2026-05-17","5243614","Awarded"
"TEND-1350","Tender for Supply of Goods 350","Detailed description for tender 350 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-15","9204299","Awarded"
"TEND-1351","Tender for Supply of Goods 351","Detailed description for tender 351 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-20","2264489","Open"
"TEND-1352","Tender for Supply of Goods 352","Detailed description for tender 352 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-18","2467102","Closed"
"TEND-1353","Tender for Supply of Goods 353","Detailed description for tender 353 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-12","8701657","Closed"
"TEND-1354","Tender for Supply of Goods 354","Detailed description for tender 354 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-16","7830239","Open"
"TEND-1355","Tender for Supply of Goods 355","Detailed description for tender 355 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-21","2752749","Open"
"TEND-1356","Tender for Supply of Goods 356","Detailed description for tender 356 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-16","3350868","Awarded"
"TEND-1357","Tender for Supply of Goods 357","Detailed description for tender 357 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-09","1456392","Closed"
"TEND-1358","Tender for Supply of Goods 358","Detailed description for tender 358 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-21","1136710","Awarded"
"TEND-1359","Tender for Supply of Goods 359","Detailed description for tender 359 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-07","2828718","Closed"
"TEND-1360","Tender for Supply of Goods 360","Detailed description for tender 360 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-15","1359753","Closed"
"TEND-1361","Tender for Supply of Goods 361","Detailed description for tender 361 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-11","2173586","Closed"
"TEND-1362","Tender for Supply of Goods 362","Detailed description for tender 362 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-13","862799","Open"
"TEND-1363","Tender for Supply of Goods 363","Detailed description for tender 363 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-21","5475524","Awarded"
"TEND-1364","Tender for Supply of Goods 364","Detailed description for tender 364 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-12","7815553","Open"
"TEND-1365","Tender for Supply of Goods 365","Detailed description for tender 365 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-20","3348049","Awarded"
"TEND-1366","Tender for Supply of Goods 366","Detailed description for tender 366 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-20","7264636","Awarded"
"TEND-1367","Tender for Supply of Goods 367","Detailed description for tender 367 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-09","4861648","Open"
"TEND-1368","Tender for Supply of Goods 368","Detailed description for tender 368 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-14","8194164","Closed"
"TEND-1369","Tender for Supply of Goods 369","Detailed description for tender 369 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-16","7705004","Awarded"
"TEND-1370","Tender for Supply of Goods 370","Detailed description for tender 370 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-07","3390340","Awarded"
"TEND-1371","Tender for Supply of Goods 371","Detailed description for tender 371 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-16","2175422","Open"
"TEND-1372","Tender for Supply of Goods 372","Detailed description for tender 372 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-19","1339914","Closed"
"TEND-1373","Tender for Supply of Goods 373","Detailed description for tender 373 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-11","899552","Awarded"
"TEND-1374","Tender for Supply of Goods 374","Detailed description for tender 374 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-12","7573391","Open"
"TEND-1375","Tender for Supply of Goods 375","Detailed description for tender 375 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-11","6039639","Awarded"
"TEND-1376","Tender for Supply of Goods 376","Detailed description for tender 376 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-21","2796958","Awarded"
"TEND-1377","Tender for Supply of Goods 377","Detailed description for tender 377 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-19","804755","Awarded"
"TEND-1378","Tender for Supply of Goods 378","Detailed description for tender 378 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-10","5788424","Awarded"
"TEND-1379","Tender for Supply of Goods 379","Detailed description for tender 379 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-11","7582072","Awarded"
"TEND-1380","Tender for Supply of Goods 380","Detailed description for tender 380 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-17","5809985","Closed"
"TEND-1381","Tender for Supply of Goods 381","Detailed description for tender 381 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-20","874399","Closed"
"TEND-1382","Tender for Supply of Goods 382","Detailed description for tender 382 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-16","9625733","Open"
"TEND-1383","Tender for Supply of Goods 383","Detailed description for tender 383 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-09","688596","Open"
"TEND-1384","Tender for Supply of Goods 384","Detailed description for tender 384 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-21","3442137","Open"
"TEND-1385","Tender for Supply of Goods 385","Detailed description for tender 385 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-16","797997","Closed"
"TEND-1386","Tender for Supply of Goods 386","Detailed description for tender 386 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-15","1721492","Open"
"TEND-1387","Tender for Supply of Goods 387","Detailed description for tender 387 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-15","2665457","Closed"
"TEND-1388","Tender for Supply of Goods 388","Detailed description for tender 388 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-19","2026-05-09","4559819","Closed"
"TEND-1389","Tender for Supply of Goods 389","Detailed description for tender 389 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-10","9542464","Open"
"TEND-1390","Tender for Supply of Goods 390","Detailed description for tender 390 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-21","1731496","Open"
"TEND-1391","Tender for Supply of Goods 391","Detailed description for tender 391 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-09","6349566","Closed"
"TEND-1392","Tender for Supply of Goods 392","Detailed description for tender 392 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-10","2484723","Closed"
"TEND-1393","Tender for Supply of Goods 393","Detailed description for tender 393 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-08","3996781","Awarded"
"TEND-1394","Tender for Supply of Goods 394","Detailed description for tender 394 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-19","8032938","Closed"
"TEND-1395","Tender for Supply of Goods 395","Detailed description for tender 395 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-13","2324037","Awarded"
"TEND-1396","Tender for Supply of Goods 396","Detailed description for tender 396 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-15","4402379","Open"
"TEND-1397","Tender for Supply of Goods 397","Detailed description for tender 397 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-13","6268521","Awarded"
"TEND-1398","Tender for Supply of Goods 398","Detailed description for tender 398 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-08","1021279","Open"
"TEND-1399","Tender for Supply of Goods 399","Detailed description for tender 399 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-07","8932058","Open"
"TEND-1400","Tender for Supply of Goods 400","Detailed description for tender 400 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-18","144455","Open"
"TEND-1401","Tender for Supply of Goods 401","Detailed description for tender 401 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-09","1539413","Open"
"TEND-1402","Tender for Supply of Goods 402","Detailed description for tender 402 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-20","7483906","Open"
"TEND-1403","Tender for Supply of Goods 403","Detailed description for tender 403 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-20","6706621","Open"
"TEND-1404","Tender for Supply of Goods 404","Detailed description for tender 404 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-09","859578","Closed"
"TEND-1405","Tender for Supply of Goods 405","Detailed description for tender 405 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-16","9277734","Awarded"
"TEND-1406","Tender for Supply of Goods 406","Detailed description for tender 406 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-08","5842311","Open"
"TEND-1407","Tender for Supply of Goods 407","Detailed description for tender 407 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-17","210996","Closed"
"TEND-1408","Tender for Supply of Goods 408","Detailed description for tender 408 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-21","6660844","Open"
"TEND-1409","Tender for Supply of Goods 409","Detailed description for tender 409 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-13","5442697","Closed"
"TEND-1410","Tender for Supply of Goods 410","Detailed description for tender 410 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-08","7394995","Awarded"
"TEND-1411","Tender for Supply of Goods 411","Detailed description for tender 411 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-08","7017387","Awarded"
"TEND-1412","Tender for Supply of Goods 412","Detailed description for tender 412 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-06","2026-05-18","1399213","Closed"
"TEND-1413","Tender for Supply of Goods 413","Detailed description for tender 413 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-18","6781811","Open"
"TEND-1414","Tender for Supply of Goods 414","Detailed description for tender 414 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-16","6114729","Awarded"
"TEND-1415","Tender for Supply of Goods 415","Detailed description for tender 415 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-14","5988642","Open"
"TEND-1416","Tender for Supply of Goods 416","Detailed description for tender 416 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-11","9209119","Awarded"
"TEND-1417","Tender for Supply of Goods 417","Detailed description for tender 417 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-20","4184609","Open"
"TEND-1418","Tender for Supply of Goods 418","Detailed description for tender 418 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-18","6265455","Closed"
"TEND-1419","Tender for Supply of Goods 419","Detailed description for tender 419 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-10","5898071","Open"
"TEND-1420","Tender for Supply of Goods 420","Detailed description for tender 420 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-21","6878723","Open"
"TEND-1421","Tender for Supply of Goods 421","Detailed description for tender 421 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-21","5257023","Closed"
"TEND-1422","Tender for Supply of Goods 422","Detailed description for tender 422 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-20","1228153","Awarded"
"TEND-1423","Tender for Supply of Goods 423","Detailed description for tender 423 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-17","1371475","Awarded"
"TEND-1424","Tender for Supply of Goods 424","Detailed description for tender 424 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-19","544010","Awarded"
"TEND-1425","Tender for Supply of Goods 425","Detailed description for tender 425 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-08","5402700","Open"
"TEND-1426","Tender for Supply of Goods 426","Detailed description for tender 426 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-09","9902183","Closed"
"TEND-1427","Tender for Supply of Goods 427","Detailed description for tender 427 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-18","6195833","Open"
"TEND-1428","Tender for Supply of Goods 428","Detailed description for tender 428 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-13","6775773","Closed"
"TEND-1429","Tender for Supply of Goods 429","Detailed description for tender 429 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-10","6011560","Open"
"TEND-1430","Tender for Supply of Goods 430","Detailed description for tender 430 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-18","782258","Closed"
"TEND-1431","Tender for Supply of Goods 431","Detailed description for tender 431 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-14","2127047","Closed"
"TEND-1432","Tender for Supply of Goods 432","Detailed description for tender 432 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-09","1455546","Awarded"
"TEND-1433","Tender for Supply of Goods 433","Detailed description for tender 433 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-08","7124395","Awarded"
"TEND-1434","Tender for Supply of Goods 434","Detailed description for tender 434 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-12","1047344","Closed"
"TEND-1435","Tender for Supply of Goods 435","Detailed description for tender 435 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-08","4252835","Open"
"TEND-1436","Tender for Supply of Goods 436","Detailed description for tender 436 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-16","7816133","Open"
"TEND-1437","Tender for Supply of Goods 437","Detailed description for tender 437 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-10","3121222","Closed"
"TEND-1438","Tender for Supply of Goods 438","Detailed description for tender 438 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-18","8201033","Awarded"
"TEND-1439","Tender for Supply of Goods 439","Detailed description for tender 439 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-08","4152625","Closed"
"TEND-1440","Tender for Supply of Goods 440","Detailed description for tender 440 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-19","6979484","Closed"
"TEND-1441","Tender for Supply of Goods 441","Detailed description for tender 441 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-09","4113175","Open"
"TEND-1442","Tender for Supply of Goods 442","Detailed description for tender 442 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-18","2625383","Open"
"TEND-1443","Tender for Supply of Goods 443","Detailed description for tender 443 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-20","9800752","Open"
"TEND-1444","Tender for Supply of Goods 444","Detailed description for tender 444 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-17","2912898","Open"
"TEND-1445","Tender for Supply of Goods 445","Detailed description for tender 445 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-09","8731932","Awarded"
"TEND-1446","Tender for Supply of Goods 446","Detailed description for tender 446 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-15","5829788","Open"
"TEND-1447","Tender for Supply of Goods 447","Detailed description for tender 447 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-19","326637","Awarded"
"TEND-1448","Tender for Supply of Goods 448","Detailed description for tender 448 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-07","7123442","Open"
"TEND-1449","Tender for Supply of Goods 449","Detailed description for tender 449 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-07","9497374","Awarded"
"TEND-1450","Tender for Supply of Goods 450","Detailed description for tender 450 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-06","2026-05-11","6018272","Awarded"
"TEND-1451","Tender for Supply of Goods 451","Detailed description for tender 451 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-13","4690745","Open"
"TEND-1452","Tender for Supply of Goods 452","Detailed description for tender 452 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-09","5958887","Open"
"TEND-1453","Tender for Supply of Goods 453","Detailed description for tender 453 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-06","2026-05-11","4414485","Awarded"
"TEND-1454","Tender for Supply of Goods 454","Detailed description for tender 454 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-06","2026-05-19","6877500","Open"
"TEND-1455","Tender for Supply of Goods 455","Detailed description for tender 455 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-14","7620240","Awarded"
"TEND-1456","Tender for Supply of Goods 456","Detailed description for tender 456 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-20","9932656","Awarded"
"TEND-1457","Tender for Supply of Goods 457","Detailed description for tender 457 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-07","3517179","Awarded"
"TEND-1458","Tender for Supply of Goods 458","Detailed description for tender 458 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-17","4772803","Awarded"
"TEND-1459","Tender for Supply of Goods 459","Detailed description for tender 459 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-10","6814644","Awarded"
"TEND-1460","Tender for Supply of Goods 460","Detailed description for tender 460 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-18","1857208","Awarded"
"TEND-1461","Tender for Supply of Goods 461","Detailed description for tender 461 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-09","1405381","Closed"
"TEND-1462","Tender for Supply of Goods 462","Detailed description for tender 462 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-13","6378526","Closed"
"TEND-1463","Tender for Supply of Goods 463","Detailed description for tender 463 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-19","6497249","Awarded"
"TEND-1464","Tender for Supply of Goods 464","Detailed description for tender 464 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-21","4021150","Closed"
"TEND-1465","Tender for Supply of Goods 465","Detailed description for tender 465 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-09","2151194","Open"
"TEND-1466","Tender for Supply of Goods 466","Detailed description for tender 466 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-17","5680950","Awarded"
"TEND-1467","Tender for Supply of Goods 467","Detailed description for tender 467 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-14","1814278","Open"
"TEND-1468","Tender for Supply of Goods 468","Detailed description for tender 468 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-14","8653515","Awarded"
"TEND-1469","Tender for Supply of Goods 469","Detailed description for tender 469 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-21","7140827","Closed"
"TEND-1470","Tender for Supply of Goods 470","Detailed description for tender 470 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-10","2443250","Closed"
"TEND-1471","Tender for Supply of Goods 471","Detailed description for tender 471 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-14","1199185","Awarded"
"TEND-1472","Tender for Supply of Goods 472","Detailed description for tender 472 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-06","2026-05-14","2578818","Awarded"
"TEND-1473","Tender for Supply of Goods 473","Detailed description for tender 473 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-15","2203462","Awarded"
"TEND-1474","Tender for Supply of Goods 474","Detailed description for tender 474 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-09","2424893","Closed"
"TEND-1475","Tender for Supply of Goods 475","Detailed description for tender 475 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-07","1596186","Open"
"TEND-1476","Tender for Supply of Goods 476","Detailed description for tender 476 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-12","5008628","Awarded"
"TEND-1477","Tender for Supply of Goods 477","Detailed description for tender 477 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-17","1243075","Closed"
"TEND-1478","Tender for Supply of Goods 478","Detailed description for tender 478 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-13","9680422","Awarded"
"TEND-1479","Tender for Supply of Goods 479","Detailed description for tender 479 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-09","5046185","Closed"
"TEND-1480","Tender for Supply of Goods 480","Detailed description for tender 480 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-16","653232","Closed"
"TEND-1481","Tender for Supply of Goods 481","Detailed description for tender 481 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-12","4443656","Open"
"TEND-1482","Tender for Supply of Goods 482","Detailed description for tender 482 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-20","3451546","Closed"
"TEND-1483","Tender for Supply of Goods 483","Detailed description for tender 483 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-18","205010","Open"
"TEND-1484","Tender for Supply of Goods 484","Detailed description for tender 484 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-13","3755723","Awarded"
"TEND-1485","Tender for Supply of Goods 485","Detailed description for tender 485 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-21","9114665","Closed"
"TEND-1486","Tender for Supply of Goods 486","Detailed description for tender 486 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-11","1725060","Awarded"
"TEND-1487","Tender for Supply of Goods 487","Detailed description for tender 487 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-18","4578030","Closed"
"TEND-1488","Tender for Supply of Goods 488","Detailed description for tender 488 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-13","1683702","Closed"
"TEND-1489","Tender for Supply of Goods 489","Detailed description for tender 489 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-20","2052703","Awarded"
"TEND-1490","Tender for Supply of Goods 490","Detailed description for tender 490 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-18","5455926","Awarded"
"TEND-1491","Tender for Supply of Goods 491","Detailed description for tender 491 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-08","4224031","Closed"
